ID;TITLE;SENTIMENT;CATEGORY_DATA;len;CATEGORY_DATA_filtred
13689559;EU’s crypto regulation implementation in jeopardy;NEGATIVE;['REGULATION', 'BUSINESS', 'MARKET'];3;MARKET:BUSINESS:REGULATION
52654;Metaverse Crossover: Is it Possible?;NEUTRAL;['AXS', 'MARKET', 'TECHNOLOGY'];3;MARKET:TECHNOLOGY
12175069;Crypto Tax Guidance Could Come in '12-ish' Months, Says IRS Official;NEUTRAL;['REGULATION'];1;REGULATION
14078311;Bitcoin Options Volume Jumps to $3.3B as Price Rallies to Two-Month High;POSITIVE;['BTC', 'TRADING', 'MARKET'];3;TRADING:MARKET:BTC
12757614;Marathon Digital, Brink to raise $1M to support Bitcoin Core developers;POSITIVE;['BTC', 'ICO', 'TRADING'];3;TRADING:BTC:ICO
14905297;Why Shiba Inu bulls could fall to bears;NEGATIVE;['SHIB', 'ALTCOIN', 'ICO', 'MARKET', 'TRADING'];5;TRADING:MARKET:ICO
53057;TradeStars Aims To Impress As The Platform Launches New DFS Feature;POSITIVE;['LINK', 'SPONSORED', 'TRADING'];3;TRADING:SPONSORED
10338599;Binance and Binance.US more intertwined than the crypto firms disclosed - report;NEGATIVE;['EXCHANGE', 'ASIA', 'BUSINESS', 'FIAT', 'ICO'];5;BUSINESS:EXCHANGE:ICO
7850716;Assessing Fantom’s new vault launch and its effects on FTM;POSITIVE;['FTM', 'ALTCOIN', 'BLOCKCHAIN'];3;BLOCKCHAIN:ALTCOIN
4088616;Clearing House Opposes CBDCs in Response to US Treasury Call for Comments;NEUTRAL;['REGULATION', 'BLOCKCHAIN', 'BUSINESS'];3;BUSINESS:BLOCKCHAIN:REGULATION
14574638;Binance To Retire XRP Addresses in Upcoming Wallet Upgrade: What You Need to Do;NEUTRAL;['EXCHANGE', 'XRP', 'BLOCKCHAIN', 'MARKET'];4;MARKET:EXCHANGE:BLOCKCHAIN
6783577;Central African Republic (CAR) Delays Listing of Sango Coin;NEUTRAL;['BTC', 'ALTCOIN'];2;BTC:ALTCOIN
2472347;Sui Developer Mysten Labs Raises $300 Million to Address Web3 Scalability;POSITIVE;['BLOCKCHAIN', 'ETH', 'EXCHANGE', 'ICO', 'SOL'];5;EXCHANGE:BLOCKCHAIN:ICO
25328;Here Is When Shiba Inu Burn Portal Rewards Might Be Shared: Details;NEUTRAL;['SHIB'];1;SHIB
2357538;Terra Classic LUNC Price Prediction;NEGATIVE;['LUNC', 'TRADING', 'ICO', 'SPONSORED', 'XLM'];5;TRADING:ICO:SPONSORED
13587993;Almost $1 trillion infused into gold in last 30 days as Russia-Ukraine war begins;NEUTRAL;['FIAT', 'TRADING'];2;TRADING:FIAT
10905551;Shiba Inu Burn Tracker Confirms KoyoToken 4.6B SHIB Burns;NEUTRAL;['SHIB', 'ICO', 'MARKET'];3;MARKET:ICO:SHIB
15926663;Ethereum Ecosystem Altcoin Jumps in Price After Coinbase Ventures Invests in the Project;POSITIVE;['ETH', 'ALTCOIN', 'TRADING', 'BLOCKCHAIN'];4;TRADING:BLOCKCHAIN:ETH
13029576;Ripple Still Bearish After Bitstamp Stake Acquisition, Sparklo Outshines the Crypto Market;NEGATIVE;['XRP', 'TRADING', 'MARKET', 'SPONSORED'];4;TRADING:MARKET:SPONSORED
13585383;Inverse Finance Hacked For $15.6M Amid Rising DeFi Exploits;NEGATIVE;['TRADING'];1;TRADING
3960909;FTX Agrees to Sell Itself to Rival Binance Amid Liquidity Scare at Crypto Exchange;NEUTRAL;['BUSINESS', 'EXCHANGE'];2;BUSINESS:EXCHANGE
3953953;Deribit Hackers Move Stolen ETH to Blacklisted Mixing Service, Tornado Cash;NEGATIVE;['ETH', 'EXCHANGE'];2;EXCHANGE:ETH
4565;Footballer Michael Owen Takes Flak for Online Crypto Promotion;NEGATIVE;['BTC', 'ICO'];2;BTC:ICO
13496006;Thoughts On Bitcoin And Reflation Trades;NEGATIVE;['FIAT', 'BTC', 'BLOCKCHAIN', 'REGULATION', 'TECHNOLOGY'];5;BTC:BLOCKCHAIN:REGULATION
12487043;Symbiont.io Pursues Sale of Assets;NEUTRAL;['BUSINESS', 'TECHNOLOGY'];2;BUSINESS:TECHNOLOGY
13683666;Ethereum set for a volatile weekend as active deposits spike;NEGATIVE;['ETH', 'ALTCOIN'];2;ETH:ALTCOIN
4168217;Crypto.com: Experts claim proof-of-reserves may be suspicious because…;NEGATIVE;['EXCHANGE', 'SPONSORED', 'TRADING'];3;TRADING:EXCHANGE:SPONSORED
15274743;Pro-XRP attorney’s Twitter hacked to promote fake giveaways;NEGATIVE;['XRP'];1;XRP
55082;Amazon Could Sell NFTs in the Future, Claims CEO;NEUTRAL;['BTC'];1;BTC
13574590;Polygon Price Analysis: Despite surviving the May crash, MATIC scheduled to face short term challenges;NEUTRAL;['MATIC', 'TRADING', 'MARKET'];3;TRADING:MARKET
4034959;"Elon Musk Shares Twitter’s Upcoming Plans; Here’s Where DOGE’s Use Starts";POSITIVE;['DOGE'];1;DOGE
11690727;Serum Price Surges Over 25% in a Day – Is SRM a Good Investment Option?;POSITIVE;['TRADING', 'ALTCOIN'];2;TRADING:ALTCOIN
11413087;European Traditional Finance Banks Join Forces for Blockchain-Based Digital Bonds Trading Platform;POSITIVE;['TRADING', 'BLOCKCHAIN'];2;TRADING:BLOCKCHAIN
11178481;Algorand Aims to Help Developers Transition to Web3 With AlgoKit;POSITIVE;['ALGO', 'TECHNOLOGY'];2;TECHNOLOGY
11895919;Fed Governor Bowman sees 'some' potential for wholesale central bank digital currency;NEUTRAL;['FIAT', 'MARKET'];2;MARKET:FIAT
6559960;BNB price analysis for 28 December 2022;NEUTRAL;['MARKET', 'TRADING', 'BLOCKCHAIN', 'BUSINESS'];4;TRADING:MARKET:BUSINESS
13559050;Ethereum (ETH) Hits New All-Time High Near $2,000 Amid Growing Institutional Demand;POSITIVE;['ETH', 'TRADING', 'ALTCOIN', 'MARKET'];4;TRADING:MARKET:ETH
14010887;Škoda invests in NFTs with NEAR to create the Škodaverse India;POSITIVE;['BLOCKCHAIN', 'TECHNOLOGY'];2;BLOCKCHAIN:TECHNOLOGY
6403098;SEC Chair Promises Strict Action Against Non-Compliant Crypto Firms;NEGATIVE;['REGULATION', 'BLOCKCHAIN', 'BUSINESS'];3;BUSINESS:BLOCKCHAIN:REGULATION
6587518;Hedge Fund Veteran Mark Yusko Warns of Imminent ‘Sinister’ Threat to Crypto Industry;NEGATIVE;['BTC', 'ETH', 'BUSINESS'];3;BTC:BUSINESS:ETH
33762;Whales Rig Ape Vote on ETH Migration;NEGATIVE;['ETH', 'SPONSORED'];2;ETH:SPONSORED
2974;83% of Traders Feel the Pinch of Taxes in India: WazirX Study;NEGATIVE;['EXCHANGE', 'REGULATION', 'TRADING'];3;TRADING:EXCHANGE:REGULATION
3397209;TFL Says They Won’t Disclose Terra (LUNA) Founder Location Because Of ‘Physical Security Risks’;NEUTRAL;['LUNA', 'MARKET'];2;MARKET
3855762;LFG Says No Timeline To Compensate Affected Users of Terra USD (UST), as Allocation not possible Currently;NEGATIVE;['LUNA', 'BUSINESS', 'ALTCOIN', 'ETH', 'MARKET'];5;MARKET:BUSINESS:ETH
12259434;Jokes aside: PEPE surges 120% to become world’s 3rd largest meme coin;POSITIVE;['ETH', 'ICO'];2;ICO:ETH
15554639;Will Binance (BNB) Survive? Uniswap (UNI) Rebounds As Tradecurve Makes Market Bullish;POSITIVE;['UNI', 'EXCHANGE', 'MARKET', 'BUSINESS', 'TRADING'];5;TRADING:MARKET:BUSINESS
9678988;Will Cosmos’ Mars protocol hype sustain in the long run? Data suggests…;NEUTRAL;['BLOCKCHAIN', 'ATOM', 'ALTCOIN'];3;BLOCKCHAIN:ALTCOIN
13652949;Cardano's Lace Wallet Takes its Codes Public, is this a Right Move?;NEUTRAL;['ADA'];1;ADA
12515174;Bitboy Token Prediction: Ben Price To Retrace After 1000% Rise, Whilst AiDoge and $SPONGE Pump;NEUTRAL;['ICO', 'TRADING'];2;TRADING:ICO
15664017;XRP Price Prediction as $1 Billion Trading Volume Sends XRP Down 10% – Are Whales Selling?;NEGATIVE;['TRADING', 'XRP', 'MARKET', 'REGULATION'];4;TRADING:MARKET:REGULATION
11743165;Bitcoin bulls beware: Crypto trading expert locates next major hurdle;NEGATIVE;['BTC', 'TRADING'];2;TRADING:BTC
1172121;Hackers Utilized Cross-chain Bridge ‘RenBridge’ to Launder $540M;NEGATIVE;['BLOCKCHAIN', 'BTC'];2;BTC:BLOCKCHAIN
7912781;Binance dominates CEX space, but here’s the biggest concern;NEUTRAL;['EXCHANGE', 'ALTCOIN'];2;EXCHANGE:ALTCOIN
3961929;Gate.io Joins Payment Service with the Launch of Gate Pay;NEUTRAL;['BLOCKCHAIN', 'BUSINESS', 'EXCHANGE'];3;BUSINESS:EXCHANGE:BLOCKCHAIN
14609148;"xSPECTAR Considers Leaving XRPL Due to Lack of Support from Ripple; XRP Community Reacts";NEGATIVE;['XRP', 'MARKET'];2;MARKET:XRP
2393507;Apple Crypto Scam Had Thousands of Viewers Amid iPhone 14 Unveiling: Report;NEGATIVE;['BTC', 'BUSINESS', 'ETH'];3;BTC:BUSINESS:ETH
9045550;Argo Blockchain's bitcoin production grows 14% in January;NEUTRAL;['BTC', 'BLOCKCHAIN', 'MINING'];3;BTC:BLOCKCHAIN:MINING
14720773;Squid 2.0 Coin Is The Top Trending Crypto on DEXTools - Another Scam or Legit?;NEGATIVE;['BUSINESS', 'TRADING', 'ICO'];3;TRADING:BUSINESS:ICO
13865775;Sturdy Finance reopens after $800,000 hack;NEUTRAL;['BLOCKCHAIN', 'MARKET'];2;MARKET:BLOCKCHAIN
13809243;Binance CEO Summoned by US District Court in Washington, DC;NEUTRAL;['EXCHANGE', 'BLOCKCHAIN'];2;EXCHANGE:BLOCKCHAIN
14870958;Ripple’s Legal Win Spurs Crypto Liquidations and Altcoin Rally;NEUTRAL;['XRP', 'ALTCOIN', 'REGULATION', 'TRADING', 'BTC'];5;TRADING:BTC:REGULATION
15275032;$DOGE: Dogecoin Price Surges on Speculation Over Its Potential Use for Payments in X (Formerly Known As Twitter);POSITIVE;['DOGE', 'TRADING'];2;TRADING:DOGE
15765156;US Senators Press Biden Administration for Measures to Counter ‘Serious National Security Threats’ Linked to North Korea, Crypto;NEGATIVE;['ASIA', 'SPONSORED'];2;SPONSORED:ASIA
41101;Authentication of product information based on blockchain technology;NEUTRAL;['BLOCKCHAIN', 'TECHNOLOGY', 'WALLET', 'SPONSORED'];4;BLOCKCHAIN:SPONSORED:TECHNOLOGY
12018927;Decline in crypto AI economy: Market loses $730 million in value;NEGATIVE;['MARKET', 'TECHNOLOGY'];2;MARKET:TECHNOLOGY
13626364;A New Type of 'Social Token': PairedWorld Aims to Incentivize Real-World Connection;POSITIVE;['ETH', 'ICO'];2;ICO:ETH
42244;Post-LUNA Syndrome – Pointing Fingers and Feeling Our Way Forward;NEUTRAL;['BLOCKCHAIN', 'ICO', 'MARKET'];3;MARKET:BLOCKCHAIN:ICO
642956;What ETH whales loading up $3.54m SHIB could mean for investors;NEUTRAL;['SHIB', 'ALTCOIN', 'MARKET', 'BUSINESS', 'ETH'];5;MARKET:BUSINESS:ETH
12561179;"Bitcoin Drops Below Crucial Levels; Here’s What’s Next for the BTC Price!";NEGATIVE;['BTC', 'TRADING', 'MARKET'];3;TRADING:MARKET:BTC
8552614;Apots (APT) Price Rally About To End – New Lows On Horizon;NEGATIVE;['TRADING', 'ALTCOIN', 'ICO'];3;TRADING:ICO:ALTCOIN
7959600;ETH staking service providers’ dominance is concerning, here’s why;NEGATIVE;['ETH', 'ALTCOIN', 'BUSINESS', 'ICO', 'TRADING'];5;TRADING:BUSINESS:ICO
7113251;How Solana (SOL) Can Be Saved: Memecoin Bonk (BONK) Surges 4424%;NEUTRAL;['SOL', 'ALTCOIN', 'SHIB', 'TRADING'];4;TRADING:ALTCOIN:SHIB
7806007;BNB can witness increase in selling pressure, thanks to these factors;NEGATIVE;['ALTCOIN', 'EXCHANGE', 'TRADING'];3;TRADING:EXCHANGE:ALTCOIN
12661968;U.S. Prosecutors Drop Extortion Charges Against Early Adviser to Ethereum Network;NEUTRAL;['ETH', 'REGULATION'];2;REGULATION:ETH
8713391;Binance Sends 1.6 Trillion Shiba Inu to Unknown Wallet Within 10 Mins;NEUTRAL;['SHIB', 'EXCHANGE', 'ICO', 'ALTCOIN', 'MARKET'];5;MARKET:EXCHANGE:ICO
12010600;Will ETH addresses support Ethereum all the way to the top?;NEGATIVE;['ETH', 'SPONSORED'];2;ETH:SPONSORED
8336119;Legislator French Hill Seeks to Make US a Center of Blockchain Innovation;POSITIVE;['BLOCKCHAIN', 'REGULATION'];2;BLOCKCHAIN:REGULATION
12888754;Bitcoin attains a second position in the NFT blockchain;POSITIVE;['BLOCKCHAIN', 'BTC', 'MARKET'];3;MARKET:BTC:BLOCKCHAIN
12849962;There is ‘no chance’ of Bitcoin-spot ETF in the US anytime soon, VanEck CEO claims;NEGATIVE;['BTC', 'BUSINESS', 'REGULATION'];3;BTC:BUSINESS:REGULATION
14285020;Grayscale Verdict May Pave Way For BlackRock’s Spot BTC ETF;POSITIVE;['BTC', 'BLOCKCHAIN', 'REGULATION'];3;BTC:BLOCKCHAIN:REGULATION
3850113;Crypto.Com Announces Support for Flare Token Airdrop For XRP Holders;POSITIVE;['XRP', 'ICO', 'TRADING', 'ALTCOIN', 'ASIA'];5;TRADING:ICO:ALTCOIN
4298171;Citi Analyst Warns of ‘Serious’ Contagion Risk to Crypto Ecosystem From FTX Failure;NEGATIVE;['EXCHANGE', 'SPONSORED'];2;EXCHANGE:SPONSORED
3638932;Price predictions: Avalanche, Ethereum, and Orbeon Protocol;NEUTRAL;['AVAX', 'BLOCKCHAIN', 'ETH', 'TRADING'];4;TRADING:BLOCKCHAIN:ETH
11212477;Don’t Miss Out on Helium (HNT) and TRON (TRX) Gains – Collateral Network (COLT) Poised for a 3500% Rally;POSITIVE;['TRX', 'TRADING', 'ICO', 'SPONSORED'];4;TRADING:ICO:SPONSORED
12317315;SEC v. Ripple: Pro-XRP Lawyer Says Judge Torres Had Previously Ruled Against SEC;NEUTRAL;['REGULATION', 'XRP', 'EXCHANGE', 'MARKET'];4;MARKET:EXCHANGE:REGULATION
13617421;KAVA plunges after three days of consecutive wins;NEGATIVE;['ICO', 'MARKET', 'TRADING'];3;TRADING:MARKET:ICO
14273738;BREAKING: FTX Suspends $500 Million Anthropic Stake Sale, Raises Eyebrows;NEGATIVE;['ICO', 'EXCHANGE'];2;EXCHANGE:ICO
7769522;Crypto Exchange Luno's Co-Founder Departed in December;NEUTRAL;['EXCHANGE', 'BUSINESS'];2;BUSINESS:EXCHANGE
9838490;Trustlessly purchasing an NFT on Flare using the token of a different blockchain.;NEUTRAL;['BLOCKCHAIN', 'ICO', 'SPONSORED'];3;BLOCKCHAIN:ICO:SPONSORED
3218453;MiCA is already stifling stablecoin adoption in the EU;NEGATIVE;['FIAT', 'MARKET', 'REGULATION'];3;MARKET:REGULATION:FIAT
15516791;Open interest in CRV-linked futures skyrockets as Curve token reels from recent attack;NEGATIVE;['CRV', 'ICO', 'TRADING'];3;TRADING:ICO
14774216;PEPE Suffers Price Decline As Analysts Predict 700% ROI For Golteum (GLTM);NEUTRAL;['TRADING', 'BUSINESS', 'SPONSORED'];3;TRADING:BUSINESS:SPONSORED
6575559;Bitcoin underperforms stocks, gold for the first time since 2018;NEGATIVE;['BTC', 'FIAT', 'BUSINESS', 'LUNA'];4;BTC:BUSINESS:FIAT
14278208;U.S. considers curbs on AI chip exports to China;NEGATIVE;['ASIA', 'TECHNOLOGY'];2;TECHNOLOGY:ASIA
48184;$ALGO Surges 20% After Algorand Foundation and FIFA Sign Partnership Agreement;POSITIVE;['ALGO', 'BLOCKCHAIN', 'ETH', 'EXCHANGE', 'TRADING'];5;TRADING:EXCHANGE:BLOCKCHAIN
43950;Crypto exchange MARA launches, aims massive expansion in Africa;POSITIVE;['EXCHANGE', 'BLOCKCHAIN', 'BUSINESS'];3;BUSINESS:EXCHANGE:BLOCKCHAIN
11274798;US Government Sells $215M in Seized Silk Road Bitcoin, Plans to Dump Another $1.1 Billion;NEGATIVE;['BTC', 'BUSINESS'];2;BTC:BUSINESS
12537793;Bitcoin Devs discuss code changes to kill NFT ecosystem;NEGATIVE;['BTC', 'BLOCKCHAIN', 'ICO'];3;BTC:BLOCKCHAIN:ICO
15273248;$XRP: Popular Crypto Analyst Explains Why XRP Should Perform Well During the Bull Cycle No Matter What Happens;POSITIVE;['XRP', 'TRADING'];2;TRADING:XRP
26811;Bitcoin Dips Below $20K as Fed’s Chair Powell Addresses Senate;NEGATIVE;['BTC', 'REGULATION'];2;BTC:REGULATION
12703546;UK Treasury Committee Wants Unbacked Crypto To Be Regulated Like Gambling;NEUTRAL;['REGULATION', 'TRADING'];2;TRADING:REGULATION
5715782;DNB Announces KuCoin Is Operating Illegally in Netherlands;NEGATIVE;['FIAT', 'BUSINESS', 'EXCHANGE', 'ICO'];4;BUSINESS:EXCHANGE:ICO
9524;Bitcoin Production Cost Dropped To $13K, Says JP Morgan. What Does This Mean for BTC Price?;NEUTRAL;['BTC', 'TRADING', 'FIAT', 'ICO'];4;TRADING:BTC:ICO
11990114;North Carolina House Introduces Bill That Would Prohibit Payment To The State In Bitcoin;NEUTRAL;['BTC', 'REGULATION'];2;BTC:REGULATION
6922;Web3 Witnessed Over $718,000,000 in Losses in Q2 This Year, According to Blockchain Security Firm;NEGATIVE;['BLOCKCHAIN', 'ETH', 'ALTCOIN', 'EXCHANGE'];4;EXCHANGE:BLOCKCHAIN:ETH
42027;Bearish Flag Pattern Projects Further Losses For Binance Coin;NEGATIVE;['TRADING', 'EXCHANGE', 'ALTCOIN'];3;TRADING:EXCHANGE:ALTCOIN
14647555;A Canadian NFT Rug Pull Class Action Lawsuit Cites ZachXBT’s Research;NEGATIVE;['RESEARCH', 'BLOCKCHAIN', 'ICO', 'SPONSORED'];4;BLOCKCHAIN:ICO:SPONSORED
3363619;Jonas Surmann of DeFi Chain at Mainnet 2022: How DeFi Will Weather Crypto Winter;NEUTRAL;['REGULATION', 'BLOCKCHAIN', 'BTC', 'ICO'];4;BTC:BLOCKCHAIN:REGULATION
12457864;Warren Buffett Sees ‘No Option’ Other Than US Dollar as Reserve Currency, but Warns Fed Can’t ‘Just Print Money Indefinitely’;NEUTRAL;['FIAT', 'BUSINESS', 'MARKET'];3;MARKET:BUSINESS:FIAT
13493387;"Bitcoin tumbles to $35K as Russia attacks Ukraine; gold takes spotlight";NEGATIVE;['BTC', 'FIAT', 'TRADING', 'AVAX', 'BLOCKCHAIN'];5;TRADING:BTC:BLOCKCHAIN
3854292;Portugal to make major changes in its crypto taxation policy;NEUTRAL;['BLOCKCHAIN', 'BUSINESS', 'REGULATION'];3;BUSINESS:BLOCKCHAIN:REGULATION
13094197;Hackers hijack Orbiter Finance’s Discord to post fake airdrop;NEGATIVE;['BLOCKCHAIN', 'LINK'];2;BLOCKCHAIN
2265251;Two reasons why Vitalik Buterin is worried about Bitcoin’s long-term health;NEGATIVE;['BTC', 'ETH', 'MINING', 'BUSINESS'];4;BTC:BUSINESS:ETH
12560809;Lufthansa, Eurowings, other travel industry players push forward with Web3;NEUTRAL;['BLOCKCHAIN', 'TECHNOLOGY'];2;BLOCKCHAIN:TECHNOLOGY
7470595;Winklevoss slams SEC charges against Gemini as a ‘super lame ... manufactured parking ticket’;NEGATIVE;['REGULATION'];1;REGULATION
10343711;Sony Network Communications and Astar Network’s Joint Web 3.0 Incubation Program Receives Over 150 Registrations;NEUTRAL;['ASIA', 'SPONSORED'];2;SPONSORED:ASIA
3251;One of America’s Largest Crypto Miners Sold 79% of Bitcoins on Its Balance Sheet in June;NEGATIVE;['BLOCKCHAIN', 'BTC', 'MINING', 'TECHNOLOGY'];4;BTC:BLOCKCHAIN:TECHNOLOGY
14536408;Australian Financial Authorities Reportedly Search Binance Offices;NEUTRAL;['EXCHANGE'];1;EXCHANGE
15384138;The Cardano Network Is Doing Well, But the ADA Coin Doesn’t Seem to Follow – SPCT and XLM Turn Out More Profitable This July;NEUTRAL;['ADA', 'XLM', 'ICO', 'MARKET', 'SPONSORED'];5;MARKET:ICO:SPONSORED
3739130;MEXC and Coinbase Reach Partnership to Jointly Fulfil the Privacy and Security Obligations of Cryptocurrency Under the TRUST Framework;NEUTRAL;['SPONSORED', 'TRADING'];2;TRADING:SPONSORED
11416932;3AC founders open crypto exchange OPNX after bankrupting their first effort;NEUTRAL;['EXCHANGE', 'TRADING', 'BUSINESS'];3;TRADING:BUSINESS:EXCHANGE
14001994;BlackRock and Fidelity’s Spot ETF Approval Set to Ignite Unprecedented Crypto Market Bull Run;POSITIVE;['MARKET', 'TRADING', 'FIAT', 'TECHNOLOGY'];4;TRADING:MARKET:FIAT
12741002;Dogecoin Price Analysis & Prediction (May 18th) – Doge Sits on Support After Weeks of Drop, Is Rebound Underway?;NEUTRAL;['DOGE', 'TRADING', 'MARKET'];3;TRADING:MARKET:DOGE
10298951;Avalanche’s [AVAX] key metrics can decline further- Here’s why;NEGATIVE;['AVAX', 'MARKET', 'ALTCOIN', 'BLOCKCHAIN'];4;MARKET:BLOCKCHAIN:ALTCOIN
10945029;SOCKS on Fire: PleasrDAO to Burn Unisocks Tokens, Real Socks Too;NEUTRAL;['ICO', 'ETH', 'UNI'];3;ICO:ETH
14146723;Winklevoss Twins Rail Against US SEC’s Anti-Crypto Stance: ‘It Does Not Feel Like America, It Feels Like Venezuela’;NEGATIVE;['EXCHANGE', 'REGULATION', 'BTC'];3;BTC:EXCHANGE:REGULATION
2703620;Here’s Why $80 Billion Was Wiped Off The Crypto Market;NEGATIVE;['MARKET', 'BTC', 'BUSINESS', 'ADA', 'ETH'];5;MARKET:BTC:BUSINESS
1339930;President of Central Bank of Brazil Disagrees With ‘Heavy Hand’ Regulations for Cryptocurrencies;POSITIVE;['REGULATION', 'FIAT'];2;REGULATION:FIAT
10941313;Sushi DAO Proposes $3 Million Legal Defense Fund Following SEC Subpoena;NEUTRAL;['REGULATION', 'SUSHI'];2;REGULATION
15141464;Deaton Says There May Be Some Evil Lurking in the Proposed US Crypto Act;NEGATIVE;['REGULATION', 'TECHNOLOGY'];2;REGULATION:TECHNOLOGY
13494988;Bitcoin slips amid freakout over language in infrastructure bill;NEGATIVE;['BTC', 'MARKET', 'ASIA', 'MINING', 'REGULATION'];5;MARKET:BTC:REGULATION
10343359;While Bitcoin’s Hashrate Remains Sky-High, Merge-Mined Crypto Asset Networks Benefit;NEUTRAL;['MINING', 'BTC', 'BLOCKCHAIN'];3;BTC:BLOCKCHAIN:MINING
13539930;ARK Invest Boosted Its GBTC Holdings by 2.14M Shares in Q4;POSITIVE;['BTC', 'MARKET'];2;MARKET:BTC
12876547;Bitcoin Threatens Ethereum as It Claims 2nd Spot in NFT Sales;POSITIVE;['BTC', 'ETH', 'ADA', 'SOL'];4;BTC:ETH:ADA
3852146;Dogeliens, Dogecoin, and Shiba Inu: the Three Dogs Leading the Pack of Dog-themed Memecoins;NEUTRAL;['DOGE', 'SHIB'];2;SHIB:DOGE
45750;BitNile sees Q1 prelim revenue growth of 142%;POSITIVE;['BUSINESS', 'TRADING'];2;TRADING:BUSINESS
11798122;U.S House Committee on Financial Services To Hold Hearing on Stablecoins;NEUTRAL;['ALTCOIN'];1;ALTCOIN
15653002;ProShares becomes 11th company to file for Ethereum ETF in a week;POSITIVE;['BTC', 'ETH', 'REGULATION'];3;BTC:REGULATION:ETH
15555695;U.S Government Investigates BlackRock’s Chinese Investments;NEGATIVE;['BTC'];1;BTC
3852787;Ripple Moves 50M XRP, While Anonymous Whales Shuffle 315 Million XRP;NEUTRAL;['XRP', 'ALTCOIN', 'BUSINESS', 'MARKET', 'TECHNOLOGY'];5;MARKET:BUSINESS:ALTCOIN
12618064;Uwerx (WERX) Holders Are Enjoying More Gains, And Analysts Believe Conflux(CFX) And Voyager(VGX) To Follow Same Footsteps;POSITIVE;['MARKET', 'SPONSORED'];2;MARKET:SPONSORED
14849111;Argentina's First Bitcoin Futures Contract Officially Goes Live;POSITIVE;['BTC', 'MARKET'];2;MARKET:BTC
16093635;Bankrupt Crypto Lender Liquidates Billions of $SHIB and Other Tokens on Coinbase;NEGATIVE;['SHIB', 'BTC', 'ETH', 'ALTCOIN', 'EXCHANGE'];5;BTC:EXCHANGE:ETH
2689867;Diamond tokenization startup Diamond Standard raises $30 million;POSITIVE;['ICO', 'TECHNOLOGY'];2;ICO:TECHNOLOGY
16110414;Coinbase approved to offer Bitcoin futures trading in the US;POSITIVE;['BTC', 'TRADING', 'BUSINESS', 'ETH', 'EXCHANGE'];5;TRADING:BTC:BUSINESS
11720807;New privacy blockchain Namada proposes first-ever shielded airdrop to Zcash;POSITIVE;['ZEC', 'BLOCKCHAIN', 'ALTCOIN', 'ATOM', 'ETH'];5;BLOCKCHAIN:ETH:ALTCOIN
4474487;Top Economist Says Bitcoin In Real Trouble Over Grayscale Concerns;NEGATIVE;['BTC', 'FIAT', 'MARKET'];3;MARKET:BTC:FIAT
54643;Access Denied: How Ledn Protected Client Data From The Recent HubSpot Breach;NEUTRAL;['TRADING'];1;TRADING
12557018;PEPE Price Will Eventually Collapse Dropping To “ZERO” – Predicts Top Analyst;NEGATIVE;['TRADING', 'ALTCOIN', 'DOGE', 'SHIB'];4;TRADING:ALTCOIN:SHIB
5941550;Chinese Zhejiang Province Aims to Build a $28.7 Billion Metaverse Industry by 2025;POSITIVE;['ASIA', 'TECHNOLOGY'];2;TECHNOLOGY:ASIA
14128673;Etherscan launches AI-powered Code Reader: Finance Redefined;NEUTRAL;['BTC', 'ICO', 'MATIC', 'TRADING'];4;TRADING:BTC:ICO
15235755;Why Tron investors should be cautious despite the high burn rate;NEGATIVE;['TRADING', 'ALTCOIN', 'BUSINESS', 'TRX'];4;TRADING:BUSINESS:ALTCOIN
14257189;Sui Foundation denies selling staking rewards on Binance;NEUTRAL;['ETH', 'EXCHANGE', 'ICO'];3;EXCHANGE:ICO:ETH
13766977;Polygon Teases Big Token Upgrade Amidst SEC's MATIC Crackdown;NEUTRAL;['MATIC', 'ICO', 'REGULATION', 'BLOCKCHAIN', 'ETH'];5;BLOCKCHAIN:REGULATION:ICO
3856348;Crypto News Summary: Hiro Integrates w/ Ledger, SWIFT Lays Out Global CBDC Blueprint, Greenidge Generation Looking to Raise up to $22.8M;NEUTRAL;['WALLET', 'ICO', 'BLOCKCHAIN', 'EXCHANGE', 'MINING'];5;EXCHANGE:BLOCKCHAIN:ICO
15328388;Auradine Unveils Teraflux, New Line of US-Crafted Bitcoin Mining Rigs Providing Up to 270 TH/s;POSITIVE;['MINING', 'BTC', 'BLOCKCHAIN'];3;BTC:BLOCKCHAIN:MINING
11378997;401K Platform For Us All to Grant Customers Access to Crypto;POSITIVE;['BTC', 'ALTCOIN'];2;BTC:ALTCOIN
1343992;Revolut Bags Approval From CySEC Ahead Of MiCA Enforcement;POSITIVE;['BLOCKCHAIN', 'BUSINESS', 'EXCHANGE', 'FIAT'];4;BUSINESS:EXCHANGE:BLOCKCHAIN
2640980;SHIB Metaverse Team Reveals Major Update Symbolizing Price Skyrocketing;NEUTRAL;['SHIB', 'TRADING'];2;TRADING:SHIB
12258603;Render Token (RNDR), and Solana’s (SOL) Expectations Wane As Sparklo (SPRK) Wax Stronger With Bonuses;NEGATIVE;['SOL', 'ICO', 'BUSINESS', 'SPONSORED'];4;BUSINESS:ICO:SPONSORED
10906095;Polygon, Immutable Partner for New zkEVM Ethereum Gaming Network;POSITIVE;['ETH', 'MATIC', 'TECHNOLOGY'];3;ETH:TECHNOLOGY
